Symbol,Name,Country,Sector,Industry
JOUT,Johnson Outdoors Inc. Class A Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
JOYY,JOYY Inc. American Depositary Shares,Singapore,Technology,EDP Services
JPC,Nuveen Preferred & Income Opportunities Fund,United States,Finance,Investment Managers
JPI,Nuveen Preferred Securities & Income Opportunities Fund Common Shares,,Finance,Finance Companies
JPM,JP Morgan Chase & Co. Common Stock,United States,Finance,Major Banks
JPM^C,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock Series EE,United States,,
JPM^D,J P Morgan Chase & Co Depositary Shares each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock Series DD,United States,,
JPM^J,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG,United States,,
JPM^K,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock Series JJ,United States,,
JPM^L,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock Series LL,United States,,
JPM^M,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock Series MM,United States,,
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,United States,Finance,Finance Companies
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance/Investors Services
JRSH,Jerash Holdings (US) Inc. Common Stock,United States,Consumer Discretionary,Apparel
JRVR,James River Group Holdings Ltd. Common Shares,Bermuda,Finance,Property-Casualty Insurers
JSM,Navient Corporation 6% Senior Notes due December 15 2043,United States,Finance,Investment Bankers/Brokers/Service
JSPR,Jasper Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
JSPRW,Japer Therapeutics Inc. Warrants,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
JTAI,Jet.AI Inc. Common Stock,United States,Consumer Discretionary,Transportation Services
JUNS,Jupiter Neurosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
JVA,Coffee Holding Co. Inc. Common Stock,United States,Consumer Staples,Packaged Foods
JVSA,JV SPAC Acquisition Corp. Class A Ordinary Share,China,,
JVSAR,JV SPAC Acquisition Corp. Right,China,,
JWEL,Jowell Global Ltd. Ordinary Shares,China,Consumer Discretionary,Other Consumer Services
JXG,JX Luxventure Group Inc. Common Stock,China,Consumer Staples,Apparel
JXN,Jackson Financial Inc. Class A Common Stock ,United States,Finance,Life Insurance
JXN^A,Jackson Financial Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed-Rate Reset Noncumulative Perpetual Preferred Stock Series A,United States,,
JYD,Jayud Global Logistics Limited Class A Ordinary Shares,China,Consumer Discretionary,Oil Refining/Marketing
JYNT,The Joint Corp. Common Stock,United States,Miscellaneous,Multi-Sector Companies
JZ,Jianzhi Education Technology Group Company Limited American Depositary Shs,China,Real Estate,Other Consumer Services
JZXN,Jiuzi Holdings Inc. Ordinary Shares,China,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
K,Kellanova Common Stock,United States,Consumer Staples,Packaged Foods
KAI,Kadant Inc Common Stock,United States,Industrials,Industrial Machinery/Components
KALA,KALA BIO Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
KALU,Kaiser Aluminum Corporation Common Stock,United States,Industrials,Metal Fabrications
KALV,KalVista Pharmaceuticals Inc. Common Stock,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
KAPA,Kairos Pharma Ltd. Common Stock,,Health Care,Biotechnology: Pharmaceutical Preparations
KAR,OPENLANE Inc. Common Stock,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KARO,Karooooo Ltd. Ordinary Shares,Singapore,Technology,Computer Software: Prepackaged Software
KAVL,Kaival Brands Innovations Group Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
KB,KB Financial Group Inc,South Korea,Finance,Commercial Banks
KBDC,Kayne Anderson BDC Inc. Common Stock,,,
KBH,KB Home Common Stock,United States,Consumer Discretionary,Homebuilding
KBR,KBR Inc. Common Stock,United States,Industrials,Military/Government/Technical
KBSX,FST Corp. Ordinary Shares,Taiwan,Consumer Discretionary,Recreational Games/Products/Toys
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,China,Technology,Computer Software: Prepackaged Software
KCHVU,Kochav Defense Acquisition Corp. Units,United States,,
KD,Kyndryl Holdings Inc. Common Stock,United States,Technology,EDP Services
KDP,Keurig Dr Pepper Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
KE,Kimball Electronics Inc. Common Stock,United States,Technology,Electrical Products
KELYA,Kelly Services Inc. Class A Common Stock,United States,Consumer Discretionary,Professional Services
KELYB,Kelly Services Inc. Class B Common Stock,United States,Consumer Discretionary,Professional Services
KEN,Kenon Holdings Ltd. Ordinary Shares,Singapore,Utilities,Electric Utilities: Central
KEP,Korea Electric Power Corporation Common Stock,South Korea,Utilities,Electric Utilities: Central
KEQU,Kewaunee Scientific Corporation Common Stock,United States,Industrials,Medical Specialities
KEX,Kirby Corporation Common Stock,United States,Consumer Discretionary,Marine Transportation
KEY,KeyCorp Common Stock,United States,Finance,Major Banks
KEY^I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E,United States,,
KEY^J,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F,United States,,
KEY^K,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G,United States,,
KEY^L,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series H,United States,,
KEYS,Keysight Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
KF,Korea Fund Inc. (The) New Common Stock,United States,Finance,Investment Managers
KFFB,Kentucky First Federal Bancorp Common Stock,United States,Finance,Savings Institutions
KFII,K&F Growth Acquisition Corp. II Class A Ordinary shares,United States,,
KFIIR,K&F Growth Acquisition Corp. II Rights,United States,,
KFIIU,K&F Growth Acquisition Corp. II Unit,United States,Finance,Blank Checks
KFRC,Kforce Inc. Common Stock,United States,Consumer Discretionary,Professional Services
KFS,Kingsway Financial Services Inc. Common Stock (DE),Canada,Finance,Property-Casualty Insurers
KFY,Korn Ferry Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
KG,Kestrel Group Ltd.,Bermuda,Finance,Property-Casualty Insurers
KGC,Kinross Gold Corporation Common Stock,Canada,Basic Materials,Precious Metals
KGEI,Kolibri Global Energy Inc. Common stock,United States,Energy,Oil & Gas Production
KGS,Kodiak Gas Services Inc. Common Stock,United States,Utilities,Natural Gas Distribution
KHC,The Kraft Heinz Company Common Stock,United States,Consumer Staples,Packaged Foods
KIDS,OrthoPediatrics Corp. Common Stock,United States,Health Care,Medical/Dental Instruments
KIDZ,Classover Holdings Inc. Class B Common Stock,United States,Real Estate,Other Consumer Services
KIDZW,Classover Holdings Inc. Warrants,United States,,
KIM,Kimco Realty Corporation (HC) Common Stock,United States,Real Estate,Real Estate Investment Trusts
KIM^L,Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,United States,,
KIM^M,Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,United States,,
KIM^N,Kimco Realty Corporation Depositary Shares each representing 1/1000th interest in a share of 7.25% Class N Cumulative Convertible Perpetual Preferred Stock,United States,,
KIND,Nextdoor Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
KINS,Kingstone Companies Inc. Common Stock,United States,Finance,Property-Casualty Insurers
KIO,KKR Income Opportunities Fund Common Shares,United States,Finance,Investment Managers
KIRK,Kirkland's Inc. COMMONSTOCK,United States,Consumer Discretionary,Other Specialty Stores
KITT,Nauticus Robotics Inc. Common stock,United States,Industrials,Industrial Machinery/Components
KITTW,Nauticus Robotics Inc. Warrant,United States,Industrials,Industrial Machinery/Components
KKR,KKR & Co. Inc. Common Stock,United States,Finance,Investment Managers
KKR^D,KKR & Co. Inc. 6.25% Series D Mandatory Convertible Preferred Stock,United States,,
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,United States,,
KKRT,KKR & Co. Inc. 6.875% Subordinated Notes due 2065,United States,Finance,Investment Managers
KLAC,KLA Corporation Common Stock,United States,Technology,Electronic Components
KLC,KinderCare Learning Companies Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
KLG,WK Kellogg Co Common Stock,United States,Consumer Staples,Packaged Foods
KLIC,Kulicke and Soffa Industries Inc. Common Stock,Singapore,Technology,Semiconductors
KLRS,Kalaris Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLTO,Klotho Neurosciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLTOW,Klotho Neurosciences Inc. Warrant,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLTR,Kaltura Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
KLXE,KLX Energy Services Holdings Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
KMB,Kimberly-Clark Corporation Common Stock,United States,Consumer Discretionary,Containers/Packaging
KMDA,Kamada Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
KMI,Kinder Morgan Inc. Common Stock,United States,Utilities,Natural Gas Distribution
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,United States,Finance,Property-Casualty Insurers
KMPR,Kemper Corporation,United States,Finance,Property-Casualty Insurers
KMT,Kennametal Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
KMTS,Kestra Medical Technologies Ltd. Common Stock,United States,Health Care,Medical/Dental Instruments
KMX,CarMax Inc,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KN,Knowles Corporation Common Stock,United States,Consumer Staples,Consumer Electronics/Appliances
KNDI,Kandi Technologies Group Inc. Ordinary Shares,China,Consumer Discretionary,Auto Manufacturing
KNF,Knife Riv Holding Co. Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,United Kingdom,Consumer Discretionary,Marine Transportation
KNSA,Kiniksa Pharmaceuticals International plc Class A Ordinary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
KNSL,Kinsale Capital Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
KNTK,Kinetik Holdings Inc. Class A Common Stock,United States,Utilities,Natural Gas Distribution
KNW,Know Labs Inc. Common Stock,,Industrials,Industrial Machinery/Components
KNX,Knight-Swift Transportation Holdings Inc.,United States,Industrials,Trucking Freight/Courier Services
KO,Coca-Cola Company (The) Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
KOD,Kodiak Sciences Inc Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KODK,Eastman Kodak Company Common New,United States,Consumer Discretionary,Industrial Machinery/Components
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),Mexico,Consumer Staples,Beverages (Production/Distribution)
KOP,Koppers Holdings Inc. Common Stock,United States,Basic Materials,Forest Products
KOPN,Kopin Corporation Common Stock,United States,Technology,Semiconductors
KORE,KORE Group Holdings Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
KOS,Kosmos Energy Ltd. Common Shares (DE),Bermuda,Energy,Oil & Gas Production
KOSS,Koss Corporation Common Stock,United States,Consumer Staples,Consumer Electronics/Appliances
KPLT,Katapult Holdings Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
KPLTW,Katapult Holdings Inc. Warrant,United States,Consumer Discretionary,Diversified Commercial Services
KPRX,Kiora Pharmaceuticals Inc.  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
KPTI,Karyopharm Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
KR,Kroger Company (The) Common Stock,United States,Consumer Staples,Food Chains
KRC,Kilroy Realty Corporation Common Stock,United States,Real Estate,Real Estate Investment Trusts
KREF,KKR Real Estate Finance Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
KREF^A,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,United States,,
KRG,Kite Realty Group Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
KRKR,36Kr Holdings Inc. American Depositary Shares,China,Consumer Discretionary,Business Services
KRMD,KORU Medical Systems Inc. Common Stock (DE),United States,Health Care,Medical/Dental Instruments
KRMN,Karman Holdings Inc. Common Stock,,Industrials,Military/Government/Technical
KRNT,Kornit Digital Ltd. Ordinary Shares,Israel,Industrials,Industrial Machinery/Components
KRNY,Kearny Financial Corp Common Stock,United States,Finance,Savings Institutions
KRO,Kronos Worldwide Inc Common Stock,United States,Industrials,Major Chemicals
KRON,Kronos Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
KROS,Keros Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,United States,Energy,Oil & Gas Production
KRRO,Korro Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
KRT,Karat Packaging Inc. Common Stock,United States,Industrials,Plastic Products
KRUS,Kura Sushi USA Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
KRYS,Krystal Biotech Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSCP,Knightscope Inc. Class A Common Stock,United States,Telecommunications,Telecommunications Equipment
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,Kazakhstan,,
KSS,Kohl's Corporation Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
KT,KT Corporation Common Stock,South Korea,Telecommunications,Telecommunications Equipment
KTB,Kontoor Brands Inc. Common Stock ,United States,Consumer Discretionary,Apparel
KTCC,Key Tronic Corporation Common Stock,United States,Technology,Electrical Products
KTF,DWS Municipal Income Trust,United States,Finance,Finance Companies
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,United States,Finance,Finance: Consumer Services
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),United States,Finance,Finance: Consumer Services
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,United States,Industrials,Military/Government/Technical
KTTA,Pasithea Therapeutics Corp. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
KTTAW,Pasithea Therapeutics Corp. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
KUKE,Kuke Music Holding Limited American Depositary Shares (each representing ten (10) Class A Ordinary Shares),,Real Estate,Other Consumer Services
KULR,KULR Technology Group Inc. Common Stock,United States,Technology,Electrical Products
KURA,Kura Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
KVAC,Keen Vision Acquisition Corporation Ordinary Shares,United States,,
KVACW,Keen Vision Acquisition Corporation Warrant,United States,,
KVHI,KVH Industries Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
KVUE,Kenvue Inc. Common Stock,United States,Consumer Discretionary,Specialty Chemicals
KVYO,Klaviyo Inc. Series A Common Stock,United States,Technology,Computer Software: Prepackaged Software
KW,Kennedy-Wilson Holdings Inc. Common Stock,United States,Finance,Real Estate
KWE,KWESST Micro Systems Inc. Common Stock,Canada,Technology,Computer Software: Prepackaged Software
KWM,K Wave Media Ltd. Ordinary Shares,Cayman Islands,Consumer Discretionary,Movies/Entertainment
KWMWW,K Wave Media Ltd. Warrant,Cayman Islands,Consumer Discretionary,Movies/Entertainment
KWR,Quaker Houghton Common Stock,United States,Industrials,Major Chemicals
KXIN,Kaixin Holdings Ordinary Shares,China,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
KYMR,Kymera Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,United States,Finance,Finance/Investors Services
KYTX,Kyverna Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KZIA,Kazia Therapeutics Limited American Depositary Shares,Australia,Health Care,Biotechnology: Pharmaceutical Preparations
KZR,Kezar Life Sciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
L,Loews Corporation Common Stock,United States,Finance,Property-Casualty Insurers
LAB,Standard BioTools Inc. Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
LAC,Lithium Americas Corp. Common Shares,Canada,Basic Materials,Metal Mining
LAD,Lithia Motors Inc. Common Stock,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
LADR,Ladder Capital Corp Class A Common Stock,United States,Real Estate,Real Estate Investment Trusts
LAES,SEALSQ Corp Ordinary Shares,Switzerland,Technology,Semiconductors
LAKE,Lakeland Industries Inc. Common Stock,United States,Health Care,Industrial Specialties
LAMR,Lamar Advertising Company Class A Common Stock,United States,Real Estate,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation Common Stock,United States,Consumer Staples,Packaged Foods
LAND,Gladstone Land Corporation Common Stock,United States,Real Estate,Real Estate Investment Trusts
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
LANV,Lanvin Group Holdings Limited Ordinary Shares,Cayman Islands,Consumer Discretionary,Apparel
LAR,Lithium Argentina AG Common Shares,Canada,Basic Materials,Metal Mining
LARK,Landmark Bancorp Inc. Common Stock,United States,Finance,Major Banks
LASE,Laser Photonics Corporation Common Stock,United States,Miscellaneous,Industrial Machinery/Components
LASR,nLIGHT Inc. Common Stock,United States,Technology,Semiconductors
LAUR,Laureate Education Inc. Common Stock,United States,Real Estate,Other Consumer Services
LAW,CS Disco Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
LAZ,Lazard Inc. Common Stock,Bermuda,Finance,Investment Managers
LAZR,Luminar Technologies Inc.  Class A Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,,Energy,Oil & Gas Production
LBGJ,Li Bang International Corporation Inc. Ordinary Shares,China,,
LBRDA,Liberty Broadband Corporation Class A Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
LBRDK,Liberty Broadband Corporation Class C Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,United States,Telecommunications,Cable & Other Pay Television Services
LBRT,Liberty Energy Inc. Class A common stock,United States,Energy,Oilfield Services/Equipment
LBTYA,Liberty Global Ltd. Class A Common Shares,United Kingdom,Telecommunications,Cable & Other Pay Television Services
LBTYB,Liberty Global Ltd. Class B Common Shares,United Kingdom,Telecommunications,Cable & Other Pay Television Services
LBTYK,Liberty Global Ltd. Class C Common Shares,United Kingdom,Telecommunications,Cable & Other Pay Television Services
LC,LendingClub Corporation Common Stock,United States,Finance,Finance: Consumer Services
LCCCU,Lakeshore Acquisition III Corp. Unit,United States,Finance,Blank Checks
LCFY,Locafy Limited Ordinary Share,Australia,Technology,Computer Software: Programming Data Processing
LCFYW,Locafy Limited Warrant,Australia,Technology,Computer Software: Programming Data Processing
LCID,Lucid Group Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
LCII,LCI Industries,United States,Consumer Discretionary,Auto Parts:O.E.M.
LCNB,LCNB Corporation Common Stock,United States,Finance,Major Banks
LCTX,Lineage Cell Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LCUT,Lifetime Brands Inc. Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
LDI,loanDepot Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services
LDOS,Leidos Holdings Inc. Common Stock,United States,Technology,EDP Services
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,United States,Finance,Finance Companies
LDTC,LeddarTech Holdings Inc. Common Shares,United States,Technology,Computer Software: Prepackaged Software
LDTCW,LeddarTech Holdings Inc. Warrants,United States,Technology,Computer Software: Prepackaged Software
LDWY,Lendway Inc. Common Stock (DE),United States,Consumer Staples,Farming/Seeds/Milling
LE,Lands' End Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
LEA,Lear Corporation Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
LECO,Lincoln Electric Holdings Inc. Common Shares,United States,Industrials,Industrial Machinery/Components
LEDS,SemiLEDS Corporation Common Stock,Taiwan,Technology,Semiconductors
LEE,Lee Enterprises Incorporated Common Stock,United States,Consumer Discretionary,Newspapers/Magazines
LEG,Leggett & Platt Incorporated Common Stock,United States,Consumer Discretionary,Home Furnishings
LEGH,Legacy Housing Corporation Common Stock (TX),United States,Consumer Discretionary,Homebuilding
LEGN,Legend Biotech Corporation American Depositary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LEGT,Legato Merger Corp. III Ordinary Shares,,,
LEN,Lennar Corporation Class A Common Stock,United States,Consumer Discretionary,Homebuilding
LENZ,LENZ Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
LESL,Leslie's Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
LEU,Centrus Energy Corp. Class A Common Stock,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LEVI,Levi Strauss & Co Class A Common Stock,United States,Consumer Discretionary,Apparel
LEXX,Lexaria Bioscience Corp. Common Stock,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
LEXXW,Lexaria Bioscience Corp. Warrant,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
LFCR,Lifecore Biomedical Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LFMD,LifeMD Inc. Common Stock,United States,Health Care,Medical/Nursing Services
LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,United States,Health Care,Medical/Nursing Services
LFST,LifeStance Health Group Inc. Common Stock,United States,Health Care,Medical/Nursing Services
LFT,Lument Finance Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
LFT^A,Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock,United States,,
LFUS,Littelfuse Inc. Common Stock,United States,Energy,Electrical Products
LFVN,Lifevantage Corporation Common Stock (Delaware),United States,Health Care,Biotechnology: Pharmaceutical Preparations
LFWD,Lifeward Ltd. Ordinary Shares,Israel,Health Care,Industrial Specialties
LGCB,Linkage Global Inc. Class A Ordinary Shares,Japan,Consumer Discretionary,Catalog/Specialty Distribution
LGCL,Lucas GC Limited Ordinary Shares,China,Technology,Computer Software: Programming Data Processing
LGCY,Legacy Education Inc. Common Stock,,Real Estate,Other Consumer Services
LGHL,Lion Group Holding Ltd. American Depositary Share,China,Finance,Investment Bankers/Brokers/Service
LGHLW,Lion Group Holding Ltd. Warrant,China,Finance,Investment Bankers/Brokers/Service
LGI,Lazard Global Total Return and Income Fund Common Stock,United States,,
LGIH,LGI Homes Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
LGL,LGL Group Inc. (The) Common Stock,United States,Technology,Industrial Machinery/Components
LGND,Ligand Pharmaceuticals Incorporated Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LGO,Largo Inc. Common Shares,Canada,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LGPS,LogProstyle Inc. Common Shares,,Consumer Discretionary,Homebuilding
LGVN,Longeveron Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LH,Labcorp Holdings Inc. Common Stock,United States,Health Care,Medical Specialities
LHSW,Lianhe Sowell International Group Ltd Ordinary Shares,China,Technology,Computer Software: Prepackaged Software
LHX,L3Harris Technologies Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
LI,Li Auto Inc. American Depositary Shares,China,Consumer Discretionary,Auto Manufacturing
LICN,Lichen International Limited Class A Ordinary Shares,China,Consumer Discretionary,Professional Services
LIDR,AEye Inc. Class A Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
LIDRW,AEye Inc. Warrant,United States,Consumer Discretionary,Auto Parts:O.E.M.
LIEN,Chicago Atlantic BDC Inc. Common Stock,United States,Finance,Finance: Consumer Services
LIF,Life360 Inc. Common Stock,United States,,
LII,Lennox International Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
LILA,Liberty Latin America Ltd. Class A Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
LILAK,Liberty Latin America Ltd. Class C Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
LIMN,Liminatus Pharma Inc. Class A Common Stock,United States,,
LIMNW,Liminatus Pharma Inc. Warrants,United States,,
LIN,Linde plc Ordinary Shares,United States,Industrials,Major Chemicals
LINC,Lincoln Educational Services Corporation Common Stock,United States,Real Estate,Other Consumer Services
LIND,Lindblad Expeditions Holdings Inc. Common Stock,United States,Consumer Discretionary,Transportation Services
LINE,Lineage Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
LINK,Interlink Electronics Inc. Common Stock,United States,Technology,Computer peripheral equipment
LION,Lionsgate Studios Corp Common Shares,,Consumer Discretionary,Movies/Entertainment
LIPO,Lipella Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LIQT,LiqTech International Inc. Common Stock,Denmark,Technology,Industrial Machinery/Components
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing twelve ordinary shares,China,Consumer Discretionary,Catalog/Specialty Distribution
LITE,Lumentum Holdings Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
LITM,Snow Lake Resources Ltd. Common Shares,Canada,Basic Materials,Other Metals and Minerals
LIVE,Live Ventures Incorporated Common Stock,United States,Consumer Discretionary,Other Specialty Stores
LIVN,LivaNova PLC Ordinary Shares,United Kingdom,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LIXT,Lixte Biotechnology Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LIXTW,Lixte Biotechnology Holdings Inc. Warrants,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LKFN,Lakeland Financial Corporation Common Stock,United States,Finance,Major Banks
LKQ,LKQ Corporation Common Stock,United States,Consumer Discretionary,Motor Vehicles
LLY,Eli Lilly and Company Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LLYVA,Liberty Media Corporation Series A Liberty Live Common Stock,United States,Industrials,Broadcasting
LLYVK,Liberty Media Corporation Series C Liberty Live Common Stock,United States,Industrials,Broadcasting
